title_cleaned,content_cleaned,박세온 정당,박세온 감정,박상춘 정당,박상춘 감정,최수진 정당,최수진 감정
한덕수 우원식 한동훈 잇따라 접견 여야의정 빨리 출범해야,우원식 국회의장이 3일 오후 서울 여의도 국회에서 한덕수 국무총리 왼쪽 와 의정갈등 해결 방안 등을 논의하기에 앞서 악수하고 있다 연합뉴스 한덕수 국무총리는 3일 국회에서 우원식 국회의장과 한동훈 국민의힘 대표를 잇따라 만나 의료 공백 해소를 위한 여야의정 협의체 출범 의지를 다시 한번 확인했다 한 총리는 이날 오후 서울 여의도 국회에서 우 의장을 만나 난항을 겪고 있는 여야의정 협의체의 조속한 출범을 위한 해법 마련을 논의했다 우 의장은 먼저 저도 이제 많이 답답해서 나서야겠다고 생각해서 연락드리게 됐다 며 제가 사회적 대화를 중시하는데 여야의정 하자는 이야기해서 정말 반갑게 생각한다 고 말했다 이어 상호 조정 협의 이런 걸 거치지 않고 일방적으로 숫자를 내놓은 정부의 책임이 크다 며 정부가 이 문제 풀기 위해서 더욱더 노력해야 한다 고 강조했다 그러면서 우선 한자리에 모이는 게 중요하다 며 대학 입시 이미 시작했고 또 의대생들의 휴학 문제 본격화되고 있어 이제는 진짜 시간이 없다 고 협의체 출범의 필요성을 강조했다 한 총리는 아무런 검토 없이 던졌다고 이야기하는 것은 사실 우리 국민들의 이해를 돕는 데 전혀 도움이 되지 않는다 며 3개의 전문기관의 완전히 공통된 의견이 2035년까지 1만명이었다 고 설명했다 또 정부 입장은 의료계에 전제 조건이나 사전적 의제를 정하지 않고 여야의정에서 이야기하자는 말씀을 드린다 고 말했다 특히 한 총리는 정부의 이런 여야의정 대화 체계가 정말 절실하다고 생각한다 며 지금이야말로 국회의장의 지도하에 의료계가 들어와서 정부 여당 야당과 함께 국 여야가 함께 머리를 맞대자 고 강조했다 한덕수 국무총리가 3일 오후 서울 여의도 국회에서 국민의힘 한동훈 대표와 의정갈등 해결 방안 등을 논의하고 있다 연합뉴스 한 총리는 뒤이어 한 대표를 접견한 자리에서도 협의체에 대해서는 전제 조건 사전 의제를 정하지 않고 여야의정에서 논의하자는 것이 정부 입장 이라고 말했다 한 총리는 정말 진솔하게 방안과 협의를 논의해 보자는 입장 이라며 한 대표가 의료계를 만나서 협의할 때 정부의 입장을 잘 말씀해달라 고 했다 이에 한 대표는 더 늦어지면 더 어려워질 것이고 국민들이 피해 볼 것이란 우려를 같이하고 있다 며 지금이 대화를 시작할 때라는 말씀을 다시 한번 한다 고 말했다 그러면서 조속히 협의체가 출발할 수 있도록 여당이 최선을 다하겠다 정부도 최선을 다해주실 것으로 알고 앞으로도 그래 주실 것으로 기대한다 고 덧붙였다,그외,부정,그외,부정,그외,부정
이재명 한덕수 출마임박설에 심판이 자꾸 선수로 뛸 듯 말 듯 공직자 책무 생각해야,전남 나주 농업과학기술 진흥 간담회에서 보수 진영서 다음 주 한덕수 출마설 나오자 김 여사 재수사 결정에 검찰 법과 원칙 따르는 모습 보여주길 이재명 전 더불어민주당 대표가 25일 전남 나주시 전남농업기술원에서 열리는 미래농업 전초기지 호남 농업과학기술 진흥 간담회에 참석해 인사말을 하고 있다 뉴시스 이재명 전 더불어민주당 대표가 25일 대선 출마론이 불거진 한덕수 대통령 권한대행 국무총리를 향해 심판이 자꾸 선수로 뛸 듯 말 듯 해서 많은 혼란이 있다 며 공직자는 공직자 책무를 생각해야 된다 고 일갈했다 이 전 대표는 이날 전남 나주 한국농업기술원에서 열린 농업과학기술 진흥 간담회 일정을 마친 뒤 기자들과 만나 제가 링에서 예선전 치르고 있는데 심판이 자꾸 선수로 뛸 듯 말 듯 해서 많이 혼란이 있는 것은 사실 이라고 말했다 이어 공직자는 공직자 책무가 무엇인가를 언제나 깊이 생각해야 된다 고 덧붙였다 한 대행의 역할을 대선을 공정하게 관리해야 할 심판 으로 묶으면서 공직자 책무에 벗어난 행동을 하지 말라고 일침을 가한 것이다 이 전 대표가 한 대행 출마론에 대해 공개적으로 입장을 밝힌 것은 이번이 처음이다 보수 진영을 중심으로 이르면 다음 주 한 대행이 출마 선언을 할 수 있다는 관측이 떠오른 데 따른 것으로 풀이된다 이 전 대표는 검찰의 김건희 여사 도이치모터스 주가조작 사건 재수사 결정에 대해선 검찰이 법과 원칙을 따라서 일을 할 수도 개선될 수도 있는 조직이란 것을 조금이나마 보여주길 바란다 고 당부했다 그러면서 주가 조작에 관여했다 그것이 처벌받을 사안이다 이거 모르는 사람이 누가 있냐 며 지금이라도 재수사를 결정 했다니까 안 한 것보다 낫겠지만 납득하기가 어렵다 고 비판했다 이어서 본인의 외곽 정책자문그룹으로 관심을 받은 성장과 통합 의 내홍설에 대해선 주변에 제 싱크탱크라고 주장하는 데가 하도 많아서 잘 모르겠다 고 말하면서 거리를 뒀다,민주당,부정,민주당,부정,민주당,부정
전문 계엄사 포고령 1호 일체 정치활동 금지,자유대한민국 내부에 암약하고 있는 반국가세력의 대한민국 체제전복 위협으로부터 자유민주주의를 수호하고 국민의 안전을 지키기 위해 2024년 12월 3일 23 00부로 대한민국 전역에 다음 사항을 포고합니다 1 국회와 지방의회 정당의 활동과 정치적 결사 집회 시위 등 일체의 정치활동을 금한다 2 자유민주주의 체제를 부정하거나 전복을 기도하는 일체의 행위를 금하고 가짜뉴스 여론조작 허위선동을 금한다 3 모든 언론과 출판은 계엄사의 통제를 받는다 4 사회혼란을 조장하는 파업 태업 집회행위를 금한다 5 전공의를 비롯하여 파업 중이거나 의료현장을 이탈한 모든 의료인은 48시간 내 본업에 복귀하여 충실히 근무하고 위반시는 계엄법에 의해 처단한다 6 반국가세력 등 체제전복세력을 제외한 선량한 일반 국민들은 일상생활에 불편을 최소화할 수 있도록 조치한다 계엄사령관 육군대장 박안수 사진 연합뉴스 이상의 포고령 위반자에 대해서는 대한민국 계엄법 제 9조 계엄사령관 특별조치권 에 의하여 영장없이 체포 구금 압수수색을 할 수 있으며 계엄법 제 14조 벌칙 에 의하여 처단한다 2024 12 3 화 계엄사령관 육군대장 박안수 계엄사령관인 박안수 육군참모총장은 오늘 발표한 계엄사령부 포고령 제1호 을 통해 국회와 지방의회 정당의 활동과 정치적 결사 집회 시위 등 일체의 정치활동을 금한다 고 발표했습니다 박 총장은 자유대한민국 내부에 암약하고 있는 반국가세력의 대한민국 체제전복 위협으로부터 자유민주주의를 수호하고 국민의 안전을 지키기 위해 2024년 12월 3일 23시부로 대한민국 전역에 다음 사항을 포고한다 며 이같이 밝혔습니다 그는 자유민주주의 체제를 부정하거나 전복을 기도하는 일체의 행위를 금하고 가짜뉴스 여론조작 허위선동을 금한다 며 모든 언론과 출판은 계엄사의 통제를 받는다 고 선포했습니다 그러면서 사회혼란을 조장하는 파업 태업 집회행위를 금한다 며 전공의를 비롯하여 파업 중이거나 의료현장을 이탈한 모든 의료인은 48시간 내 본업에 복귀하여 충실히 근무하고 위반시는 계엄법에 의해 처단한다 고 밝혔습니다 그는 이상의 포고령 위반자에 대해서는 대한민국 계엄법 제 9조 계엄사령관 특별조치권에 의하여 영장없이 체포 구금 압수수색을 할 수 있으며 계엄법 제 14조 벌칙에 의하여 처단한다 고 덧붙였습니다,민주당,부정,민주당,부정,민주당,부정
대선 출마 이철우 경북지사 무너져 가는 대한민국 이대로 볼 수 없어,구미 박정희 전 대통령 생가서 출마 선언 국회 소통관에서 출마 기자회견도 이철우 경북도지사가 9일 오후 서울 여의도 국회 소통관에서 조기 대선 출마 기자회견을 하고 있다 이철우 선거캠프 제공 이철우 경북도지사가 제21대 대통령선거 출마를 공식 선언했다 이 지사는 9일 오전 경북 구미시 박정희 전 대통령 생가에서 대선 출마 회견을 열고 무너져 가는 대한민국을 이대로 볼 수 없어서 새로운 박정희 정신으로 대선 후보 경선에 나선다 고 밝혔다 그는 대한민국은 세계에서 가장 못사는 나라였으나 세계 10번째 경제대국이 됐다 며 최근 일련의 사태를 봤을 때 이대로 나라가 무너질 것 같은 굉장히 위험한 나라가 됐다 고 말했다 이어 이 나라 자유민주 체제를 만든 이승만 대통령 그 체제에서 오늘의 대한민국을 만든 박정희 대통령 정신을 이어받아야 한다 며 새마을 고속도로 제철 과학기술 원자력 산림녹화 등 박정희 대통령이 했던 일을 현대판으로 바꾸면 대한민국을 다시 먹여 살릴 수 있는 일이 된다 고 자신의 정책 방향을 제시했다 또 새로운 박정희 대통령 정신으로 무장해서 새로운 박정희가 되겠다고 생각하고 있다 고 덧붙였다 지난달 말 경북을 휩쓴 괴물 산불 피해 극복과 아시아태평양경제협력체 APEC 정상회의 준비 차질 우려에 대해서는 눈앞의 일을 팽개치고 가느냐고 걱정을 많이 하는데 APEC은 제가 할 수 있는 일은 거의 준비를 마쳤다 며 산불도 저희가 할 수 있는 일은 거의 다했고 이제부터는 대부분 국가가 해야 한다 고 말했다 이 지사는 감동적인 경선으로 국민의 마음을 모아 함께 대선에서 승리하자 면서 온몸을 던져 반드시 승리해서 자유대한민국을 초일류 국가의 반석에 올려놓겠다 고 지지를 호소했다 이 지사는 이날 오후 국회 소통관에서도 조기 대선 출마 기자회견을 했다 선거 슬로건으로는 이철우로 이재명을 이긴다 를 내걸었다 이 지사와 이재명 더불어민주당 대표는 모두 경주 이씨다,민주당,부정,민주당,부정,민주당,부정
대통령경호처 확 바꾼다 경호처장 국회 출석 의무화 등 조직 쇄신,서울 용산 대통령실 전경 김현동 기자 대통령경호처는 20일 외부 견제와 내부 통제 강화를 골자로 한 고강도 조직 쇄신 방안을 추진 중이라고 밝혔다 이날 경호처는 보도자료를 통해 지난달 24일 발족한 안경호 경호처장 직무대행을 위원장으로 한 조직쇄신 태스크포스 TF 를 통해 현안 과제별 분과를 구성하고 해결 과제와 단계별 추진 계획을 수립하고 있다고 했다 경호처는 경호처에 대한 국민적 우려와 지적을 엄중히 받아들이며 조직 혁신과 내부 통합의 계기로 삼고자 한다 고 설명했다 TF는 외부 견제의 일환으로 경호처장의 국회 출석 의무화를 추진한다 내부 통제 및 준법의식 강화를 위해 준법 담당관 신설 및 개방형 감사관 공모도 추진 중이다 최근 조직개편에서는 준법 담당관 직위를 신설했다 개방형 감사관은 관련 법령을 개정해 시행할 방침이다 TF에서는 이와 함께 경호 대상자의 안전 확보와 경호 임무 수행의 효율화를 목적으로 경호처 및 경호 지원부대 개편안과 투명하고 공정한 인사 시스템을 정책에 반영할 예정이다 TF는 지난 4월 말 전 직원이 참여해 자유롭게 의견을 개진하는 공개토론회를 개최했고 전 직원 설문조사 또한 실시해 조직쇄신의 구체적인 실행 방안을 마련 중이다 아울러 익명게시판 열린 소통 광장 을 개설함으로써 그동안 보안 규정과 상명하복의 폐쇄적인 조직문화 특성에 따라 제한적이었던 내부 소통에도 나선다 경호처는 조직쇄신안의 속도감 있는 추진과 함께 정치적 중립 의무의 준수를 위한 내부 교육 및 점검 체계를 강화할 계획이다 이에 모든 구성원을 대상으로 상시 교육 및 평가 시스템을 마련하고 정치적 중립 의무의 법제화도 적극 추진할 예정이다 안경호 대통령경호처장 직무대행은 정치적 중립을 기반으로 국민으로부터 신뢰받는 세계 최고의 전문 경호 기관으로 환골탈태하고 경호 대상자의 절대 안전을 책임지는 본연의 사명에 충실하겠다 고 밝혔다,그외,긍정,그외,긍정,그외,긍정
단독 이재명은 방위산업 4대강국 민주당은 방사청 예산 싹둑,이재명 더불어민주당 대선 경선 후보가 17일 대전 국방과학연구소 ADD 현장 간담회에서 대한민국을 방위산업 4대 강국으로 만들겠다 고 공약했지만 정작 민주당은 올해 방위사업청의 예산을 2000억원 가까이 삭감한 것으로 드러났다 이재명 더불어민주당 대선 경선 후보가 지난 17일 대전광역시 유성구 국방과학연구소 ADD 에서 열린 현장간담회에 앞서 방명록을 작성하고 있다 국회사진기자단 18일 구자근 국민의힘 의원실이 국회예산결산특별위원회로부터 제출받은 2025년도 예산안에 대한 수정안 에 따르면 지난해 방위사업청이 제출한 예산 중 연구개발 R D 과 군 전력 증강 관련 사업에서 1840억원이 깎였다 민주당은 지난해 12월 10일 정부 예산안 원안 677조4000억원 중 4조1000억원을 삭감한 예산안 수정안을 단독으로 통과시켰는데 이 과정에서 방사청 예산도 줄어든 것이다 구체적으로 R D 분야의 경우 155 정밀유도포탄 65억원 을 비롯해 기동저지탄 12억 정찰용무인수상정 10억원 전술교량 36억원 사업 등 총 130억원이 감액됐다 정밀유도포탄 사업은 K9 자주포에 사용되는 155 포탄에 위성항법장치 GPS 관성항법장치 INS 등을 결합 탄두의 명중률을 유도미사일 수준까지 올리는 것을 목표로 한다 방위사업청은 지난해 11월 국회 국방위원회 예산결산소위원회에서 사업 착수가 지연되지만 내년 7월엔 착수할 수 있다 며 민주당의 전액 삭감 의견은 수용하기 어렵다 고 했다 결국 정부가 제출한 77억원 중 65억원이 칼질된 12억원만 예산에 반영됐다 군 무기 도입과 성능 개선 사업에선 1710억원이 삭감됐다 전술데이터링크 Link 16 개량 사업과 장거리함대공유도탄 SM 6급 접경지역 드론 탐지 방어체계 구축 야간투시경 성능개량 전투원용 무전기 등의 사업이 삭감 목록에 줄줄이 포함됐다 구자근 의원은 지난해 예산안 심사 때는 북한의 무인기 침투 방어를 위한 예산도 깎자고 나서더니 대선을 앞두고는 방산 투자와 지원 확대를 주장하고 나섰다 며 이 후보가 K방산에 진심이라면 방위 사업 예산안 삭감부터 사과해야 한다 고 했다 구자근 국민의힘 의원 뉴스1 이 후보는 전날 대전의 국방과학연구소 ADD 를 찾아 사람 수로 전쟁 하는 시대에서 무기 체계로 승부가 결판나는 시대가 됐는데 핵심은 과학기술 이라며 정부가 할 수 있는 가장 중요한 일은 R D 지원이다 과감한 투자가 필요하다 고 강조했다 그러면서 K 방산 지원을 약속하며 방산 수출 기업의 R D 세액을 감면하고 국방과학연구소가 보유한 원천기술이 적재적소에 활용되도록 지원 방안도 마련하겠다 고 공약했다,민주당,부정,그외,부정,민주당,부정
2028년 울산국제정원박람회 유치 성공,국제원예생산자협회 폴란드 총회서 승인 산업쓰레기 매립장을 아름다운 정원으로 김두겸 울산 시장 등 해외사절단이 국제원예생산자협회 레오나르도 캐피타니오 회장 팀 브리어 클리프 사무총장 안홍균 한국대표 버나드 오스트롬 전회장 각국 회원 대표자 폴란드 바르샤바에서 근무 하는 현대로템 현대자동차 기아자동차 지점의 직원들과 함께 2028울산국제정원박람회 유치 축하 세레모니를 하고 있다 울산시 제공 울산시가 2028울산국제정원박람회 유치에 성공했다 이에 따라 오는 2028년 울산 태화강 국가정원과 삼산 여천매립장 일대에서 국제정원박람회가 열리게 됐다 9월 5일 폴란드 바르샤바에서 개최된 제76차 국제원예생산자협회 AIPH 총회에서 국제정원박람회 승인기구인 국제원예생산자협회 AIPH 가 2028울산국제정원박람회 유치를 최종 승인했다 앞서 김두겸 울산시장은 해외사절단을 이끌고 AIPH 폴란드 총회에 참석해 2028울산국제정원박람회의 차별화된 전략과 울산시의 국제행사 개최 역량을 집중 설명했다 총회에서는 또한 울산이 산업수도라는 명성에 걸맞게 지역 대표기업인 SK 현대자동차 현대중공업에서 박람회 유치를 기원하는 응원 영상을 보내는 등 시민들의 희망 메시지도 전했다 이와 함께 폴란드 바르샤바 현지에서 근무하는 현대로템 현대자동차 기아자동차 직원들과 안홍균 국제원예생산자협회 AIPH 한국 대표 등이 합세해 유치전에 힘을 보탰다 김두겸 울산시장은 2028울산국제정원박람회 유치로 세계속의 더 큰 울산으로 나아갈 수 있는 계기가 마련됐다 며 산업 쓰레기 매립장을 아름다운 정원으로 조성한다는 점과 산업수도답게 기업이 참여하는 박람회를 만들겠다는 차별화된 전략이 주효했다 라며 지금부터 잘 준비해서 성공적인 박람회가 개최될 수 있도록 최선을 다하겠다 라고 밝혔다 레오나르도 캐피타니오 AIPH 회장은 울산국제정원박람회는 쓰레기매립장을 박람회장으로 조성해 AIPH 가 지향하는 탄소중립 기후변화 대응에 부합하는 세계적인 모범 사례가 될 것이라는 점이 크게 작용했다 라며 내년 3월 태국 총회에서 울산시가 세부적인 추진계획을 발표해 주길 희망한다 라고 말했다 국제정원박람회 주무 부처인 산림청 관계자는 국가정원 1호인 순천만국제정원박람회가 10년 주기 2013년 2023년 로 열리고 있다 라며 2028년에 울산국제정원박람회를 개최하게 되면 5년 단위로 국가정원 1 2호에서 교차 개최로 케이 정원 K Garden 의 위상을 국제적으로 높이고 정원문화 산업이 도약할 기회가 될 것으로 기대된다 라고 말했다 김두겸 울산 시장이 현지시간 4일 폴란드 바르샤바에서 개최된 제76차 국제원예생산자협회 총회에서 2028울산국제정원박람회 추진방향등을 설명하는 기조연설을 하고 있다 울산시 제공 그동안 AIPH 대표단은 2회에 걸쳐 울산 현지실사를 벌였고 울산시는 카타르 총회에 참석해서 유치를 제안한 데 이어 이번 폴란드 총회에서 최종 유치전을 펼치는 등 지난 1년 간 유치 노력을 해왔다 한편 2028울산국제정원박람회 는 오는 2028년 4월부터 10월까지 6개월간 태화강 국가정원을 중심으로 삼산 여천매립장 남산로 등에서 개최된다 국제정원 기업정원 작가정원 등 다양한 정원이 조성되고 시민들이 직접 참여할 수 있는 다채로운 체험행사도 펼쳐질 계획이다 울산시는 9월 9일 시청마당에서 박람회 유치단 환영식을 가지고 9월 11일 문화예술회관에서 2028울산국제정원박람회 유치 감동을 시민들과 함께 공유하기 위해 축하 공연을 가질 계획이다,국민의힘,긍정,그외,긍정,그외,긍정
윤석열 탄핵재판 심리 신속성 이 더 중요한 이유 뉴스분석,12 3 내란사태의 우두머리 혐의로 체포된 대통령 윤석열이 15일 경기 과천시 고위공직자범죄수사처 청사 정문에 마련된 포토라인을 피해 후문으로 들어가고 있다 문재원 기자 충분한 심리를 원하는 당사자에게 180일이 보장돼야 한다 특히 대통령 탄핵은 개인이 아닌 국가원수 행정수반에 대한 것이므로 180일 기간이 무시돼선 안 된다 12 3 비상계엄 사태로 탄핵소추된 윤석열 대통령 측이 지난 헌법재판소 탄핵심판 2차 변론에서 밝힌 발언이다 헌법재판소법에 규정된 180일 심판기간을 지켜달라는 것이다 헌법상 보장된 방어권을 보장해달라는 취지다 윤 대통령 측 주장처럼 탄핵심판 180일 심리 가 그의 권리일까 헌재 판례서 180일이내 결정은 의무가 아니라고 판단 윤 대통령 측이 언급한 180일은 헌재법 38조에 명시돼 있다 이 조항은 헌재는 심판사건을 접수한 날로부터 180일 이내에 결정 선고를 해야 한다 고 규정한다 법률 전문가들은 이 조항의 취지가 심판기간을 180일을 채우라 는 게 아니고 오히려 반대라고 말한다 재판을 길게 끌면 청구인의 권리가 침해된다는 측면을 고려해 180일이란 기간을 정해뒀다는 것이다 국민 모두가 신속한 헌법재판을 받을 권리를 보장하기 위해 헌재의 심판기간을 180일 이내로 제한한다는 취지이다 의무조항이 아닌 훈시 규정인 만큼 헌재는 이 조항에 반드시 얽매이지도 않는다 대통령 탄핵심판은 신중함 제약 법조계에선 앞선 두 전직 대통령의 탄핵심판의 심리 기간을 보면 윤 대통령 탄핵심판 사건 심리 기간을 가늠할 수 있다는 분석이 나온다 8년 전 박근혜 전 대통령 탄핵심판은 파면 결정 선고까지 총 91일 걸렸다 이 때도 박 전 대통령 측이 윤 대통령 측과 유사한 논리로 180일 기간을 지켜달라 고 요구했다 당시 이정미 재판관 임기 만료를 고려해 그 전에 선고돼야 한다는 헌재 입장이 나오자 반발하면서 내세운 논리였다 하지만 헌재는 이를 받아들이지 않았다 결국 박 대통령에 대한 파면 선고는 이 재판관 퇴임 사흘 전에 나왔다 쟁점이 더 단순했던 노무현 전 대통령 탄핵심판은 선고까지 63일 걸렸다 두 사건이 모두 180일을 채우지 않고 끝난 건 탄핵심판이 헌재의 재판 탄핵심판 위헌법률 정당해산 권한쟁의 헌법소원 중에서도 유일하게 피청구 대상자가 특정된 징계절차 라는 점 때문이다 대통령 탄핵심판이 국가원수이자 행정부 수반인 대통령의 권한행사가 정지된 상태에서 진행된다는 특수성도 있다 이황희 성균관대 교수는 2021년 낸 논문에서 대통령의 파면여부를 판단하는 특수성을 고려하면 절차의 신중성에도 일정한 한계가 있을 수 밖에 없다 며 대통령의 권한행사 정지 상태가 장기화되어서도 안되고 국가 최고지도자의 지위가 장기간 불안정한 상태에 놓이는 것도 바람직하지 않기 때문 이라고 말했다 국가원수이자 행정부 수반인 대통령직의 오랜 공백과 장기화는 사회적 해악이 큰 만큼 신중한 절차 진행만 추구할 수는 없다는 의미다 방승주 한양대 교수도 기자와 통화하면서 신속성과 공정한 재판 모두 헌법상 재판받을 권리의 중요한 내용 중 하나는 맞다 면서도 그러나 12 3 비상계엄 이후 헌정질서가 완전히 파괴된 것이나 다름없는 상황에서 이 사태를 오래 끌고 가는 건 사회적 분열을 키워 매우 위험하다 위헌성을 확인하는 대로 빨리 파면 여부를 결정하는 게 중요하다 고 말했다,민주당,부정,그외,부정,민주당,부정
오세훈 경찰 폭행한 민노총에 공권력의 무력화,오세훈 서울 시장이 작년 7월 서울시청 집무실에서 본지와 인터뷰를 갖고 있다 김지호 기자 오세훈 서울시장이 지난 4일 대통령 관저 앞 집회에서 민주노총 조합원이 경찰을 폭행한 사건에 대해 불법이자 공권력의 무력화 라고 말했다 오 시장은 5일 공권력 위반 시위 적극 대처하겠다 는 제목의 페이스북 게시물을 통해 이같이 말했다 경찰에 따르면 지난 4일 오후 4시쯤 서울 용산구 한남동 대통령 관저 인근 집회에서 민노총 집회에 참석한 노조원 2명이 경찰을 폭행한 혐의를 받고 있다 오 시장은 이에 대해 어제 관저 앞 시위대가 전차로를 점거하고 민노총은 경찰을 폭행했다 며 불법이자 공권력의 무력화 라고 했다 또 오 시장은 최근 서울 주요도심은 시위로 인해 교통이 마비되고 지나친 소음으로 많은 시민들이 큰 불편을 겪고 있다 며 혼란기일수록 공공의 안전을 위해 공권력은 엄정하게 집행돼야 한다 고 했다 이어 오 시장은 서울경찰청장 직무대리와 협의를 통해 집시법 위반에 적극대처 원칙을 재확인했다 며 아울러 시민불편을 최소화 해줄 것도 당부했다 고 말했다 오 시장은 집회 시위권은 무제한이 아니라 다른 시민의 생활과 안전을 침해하지 않는 선에서 허용되는 것 이라고 했다,국민의힘,부정,국민의힘,부정,국민의힘,부정
양자대결 지지율 점점 좁혀지더니 동률까지 나왔다,한달 만에 팽팽해진 여론조사 이재명 홍준표 오세훈 뉴시스 뉴스1 여야 차기 대선 후보 간 양자 가상 대결에서 여권 후보가 이재명 더불어민주당 대표와 동률을 기록한 여론조사 결과가 26일 나왔다 올 들어 실시된 전화 면접 방식 양자 대결 조사에서 이 대표와 여권 후보의 지지도 격차가 줄어드는 추세가 계속된 것이다 국민의힘과 민주당의 정당 지지도 정권 유지론 교체론 조사에서도 비슷한 흐름이 나타나고 있다 엠브레인퍼블릭이 YTN 의뢰로 전국 유권자 1003명을 대상으로 지난 22 23일 전화 면접 방식으로 조사한 결과 95 신뢰수준에 표본오차 3 1 p 응답률 19 4 이 대표와 국민의힘 소속 오세훈 서울시장은 양자 대결에서 각각 41 를 기록했다 이 대표와 홍준표 대구시장 양자 대결도 각 41 로 동률이었다 이 대표와 김문수 고용노동부 장관은 42 대 38 이 대표와 한동훈 전 국민의힘 대표는 39 대 33 이 대표와 유승민 전 국민의힘 의원은 38 대 29 였다 그래픽 박상훈 전화 면접 방식 양자 대결 조사에서 이 대표와 여권 후보가 동률을 기록한 건 처음이다 새해 들어 전화 면접 여론조사 결과를 보면 이 대표와 여권 후보의 지지도 격차는 20 30 p대에서 점점 줄어들다가 최근엔 오차 범위 안에서 경합하는 흐름이다 동아일보 리서치앤리서치가 지난 2일 발표한 신년 여론조사 전화 면접 방식 에선 이재명 대 홍준표 는 47 6 대 20 5 이재명 대 오세훈 은 48 7 대 21 9 이재명 대 한동훈 은 48 0 대 16 7 를 기록했다 그런데 조선일보 케이스탯리서치가 지난 21 22일 한 전화 면접 여론조사에선 여야 후보 지지도 차이가 8 14 p로 좁혀졌다 이 조사에선 이재명 대 김문수 는 37 대 29 이재명 대 홍준표 는 38 대 28 이재명 대 오세훈 은 37 대 28 이재명 대 한동훈 은 37 대 23 였다 여야 후보 간 양자 대결 격차가 줄어드는 흐름은 정당 지지도 조사에서도 나타나고 있다 동아일보 리서치앤리서치의 신년 조사에서 국민의힘 지지도는 27 로 민주당 38 2 에 11 2 p 뒤졌는데 지난 21 22일 조선일보 케이스탯리서치 조사에선 국민의힘 41 민주당 33 였다 YTN 엠브레인퍼블릭 조사에서는 국민의힘 42 민주당 38 로 집계됐다 조선일보 케이스텟리서치 조사에서 차기 대선 때 여권 후보가 당선돼 정권을 재창출해야 한다 는 응답은 45 로 정권 교체를 위해 야권 후보가 당선돼야 한다 는 응답 44 을 앞섰다 YTN 엠브레인퍼블릭 조사에서는 정권 연장 45 정권 교체 47 였다 그래픽 박상훈 다만 중도층이나 수도권 청년층으로 한정하면 정권 연장보다 정권 교체 여론이 더 높았다 YTN 엠브레인퍼블릭 조사에서 중도층은 정권 연장 33 정권 교체 58 로 나타났다 서울에선 정권 연장 45 정권 교체 47 였고 경기도에서는 각각 43 대 49 였다 20대에서는 정권 연장 40 정권 교체 45 였다 새해 들어 각종 여론조사에서 국민의힘 민주당 지지도 차이가 좁혀지고 일부 조사에선 국민의힘이 역전한 것과 관련해 민주당은 보수 과표집에 의한 착시 라며 평가절하해왔다 그러나 최근 민주당 자체 여론조사에서도 양당 지지도는 박빙으로 나온 것으로 알려졌다 지난 주말 민주당 의원들의 텔레그램 단체 대화방에서도 최근 지지도 흐름을 우려하는 목소리가 쏟아지자 친명계 강경파 의원들이 이를 반박하는 등 신경전도 벌어졌다고 한다 자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조,그외,부정,그외,중립,그외,중립
뉴블더 북 비트코인 보유국 3위 그런데 채굴 대신 해킹을 곁들인,북한이 군부대에 편제된 해커 조직을 동원해 공격적으로 암호화폐를 해킹하고 있는 건 이제 공공연한 사실로 널리 알려져 있습니다 그런데 이렇게 해킹을 통해 보유한 비트코인이 전 세계 3위를 기록했다는 주장이 나와 주목을 받고 있습니다 바이낸스 뉴스는 북한의 해킹 조직 라자루스가 현재 우리 돈 1조 6천400억 원 규모에 이르는 1만 3천500여 비트코인을 보유한 것으로 추산했습니다 미국과 영국에 이어 세계 3위 수준입니다 비트코인을 법정통화로 지정한 엘살바도르의 보유량보다 더 많은 규모인데요 특히 북한의 비트코인 보유량은 지난달 세계 3위 암호화폐 거래소 바이비트를 해킹하면서 많이 늘어난 것으로 추정됩니다 당시 북한은 우리 돈 약 2조 원 규모의 이더리움을 탈취한 것으로 알려졌는데요 미국의 보안 전문가들은 북한이 탈취한 이더리움을 비트코인으로 전환하는 데 성공했지만 아직 현금화하진 못한 상태라고 밝힌 바 있습니다 국제사회의 각종 제재로 자원 조달과 유통이 쉽지 않은 북한은 수년간 암호화폐를 탈취해 현금으로 세탁한 뒤 핵무기 개발에 사용하고 있다는 의혹을 받고 있는데요 그러다 보니 최근 트럼프 행정부가 비트코인을 전략적 비축 자산으로 삼겠다곤 했지만 북한의 보유량이 시장에 미칠 수 있는 영향이 막대하기 때문에 위험할 수 있다는 우려도 나오고 있습니다 지난달 북한 해커들의 바이비트 해킹 당시에도 비트코인 가격은 20 폭락하며 암호화폐 시장이 크게 출렁였는데요 암호화폐 거래소 FTX가 파산했던 당시 이후 가장 큰 하락폭으로 기록됐습니다 국내에서도 비트코인을 외환 보유액에 편입시키자는 일부 주장이 나오고 있지만 한국은행은 비트코인이 가격 변동성이 높고 IMF의 외환 보유액 산정 기준에도 부합하지 않는다며 아직 논의나 검토를 한 적이 없다고 잘라 말했습니다 영상편집 문이진 디자인 석진선,그외,중립,그외,부정,그외,부정
